标题,标题链接,sal,er,er2,er1,字段1,采集时间,抓取时间
游戏界面设计师（杭州）,https://jobs.51job.com/hangzhou/171589166.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,广州嘻空网络科技,,民营,150-500人,,2026/5/14 17:23
AIGC电商设计师助理（可接受小白）,https://jobs.51job.com/hangzhou-bjq/171967239.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,杭州慕谷文化创意,,民营,少于50人,,2026/5/14 17:23
测试工程师,https://jobs.51job.com/hangzhou-yhq/170598692.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3.5万,中国移动通信有限公司在线营销服务中心,,国企,10000人以上,,2026/5/14 17:23
运营商销售大客户经理,https://jobs.51job.com/hangzhou-bjq/170818140.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万,帕科视讯科技（杭州）,,民营,150-500人,,2026/5/14 17:23
女装设计师,https://jobs.51job.com/hangzhou-lpq/170977543.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,杭州森帛电子商务,,民营,500-1000人,,2026/5/14 17:23
JAVA（自研）,https://jobs.51job.com/hangzhou-yhq/171829173.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.6-1.8万,清瑶智能科技（杭州）,,民营,150-500人,,2026/5/14 17:23
薪酬绩效（HRBP方向）,https://jobs.51job.com/hangzhou-scq/171993806.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,9千-1.2万·13薪,浙江联运盒子物流科技,,民营,50-150人,,2026/5/14 17:23
平面设计（商业活动）,https://jobs.51job.com/hangzhou-yhq/170895265.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-1.6万,杭州亲橙商企科技服务,,民营,少于50人,,2026/5/14 17:23
新媒体运营,https://jobs.51job.com/hangzhou/171875818.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万,欧莱雅（中国）,,外资（欧美）,1000-5000人,,2026/5/14 17:23
小程序推广运营（国资上市）,https://jobs.51job.com/hangzhou-gsq/171685499.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7-9千·14薪,丽尚国潮（浙江）控股,,已上市,500-1000人,,2026/5/14 17:23
信息化开发工程师,https://jobs.51job.com/hangzhou-qtq/148693207.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.6万,泰尔茂医疗产品（杭州）,,外资（非欧美）,1000-5000人,,2026/5/14 17:23
工业大模型与 AI Agent 研发工程师,https://jobs.51job.com/hangzhou-qtq/171997368.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-1.8万,张家港扬子纺纱,,外资（欧美）,1000-5000人,,2026/5/14 17:23
新媒体运营,https://jobs.51job.com/hangzhou-qtq/170817386.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,上海天瑞金置业集团,,民营,500-1000人,,2026/5/14 17:23
销售顾问（双休、高提成）,https://jobs.51job.com/hangzhou-xhq/170266426.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6千-1万,先之（杭州）教育科技,,民营,150-500人,,2026/5/14 17:23
产品设计助理（家居/家纺方向）,https://jobs.51job.com/hangzhou-gsq/171851892.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5-7千,范可萨（杭州）建筑设计工程,,民营,50-150人,,2026/5/14 17:23
销售经理（储能）,https://jobs.51job.com/hangzhou-bjq/170777916.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-2万,杭州安脉盛智能技术,,民营,150-500人,,2026/5/14 17:23
UI设计师,https://jobs.51job.com/hangzhou-fyq/171947684.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,杭州市上附外国语学校,,民营,5000-10000人,,2026/5/14 17:23
助理研究员(3DMax及Unity 3D建模方向）,https://jobs.51job.com/hangzhou-gsq/159644211.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.4万,香港理工大学深圳研究院,,外资（非欧美）,50-150人,,2026/5/14 17:23
解决方案工程师,https://jobs.51job.com/hangzhou-yhq/153559109.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.8万,正元智慧集团,,民营,1000-5000人,,2026/5/14 17:23
项目经理（IT部门） (MJ000647),https://jobs.51job.com/hangzhou-qtq/171711180.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,浙江九洲药业,,已上市,1000-5000人,,2026/5/14 17:23
微信公众号推文H5制作SVG设计,https://jobs.51job.com/hangzhou/170664583.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4千,武汉市樱话传媒,,民营,少于50人,,2026/5/14 17:23
人事行政专员,https://jobs.51job.com/hangzhou/169986797.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-7千·15薪,杭州市滨江区浙工大人工智能创新研究院,,非营利组织,150-500人,,2026/5/14 17:23
开发工程师 （iOS前端）,https://jobs.51job.com/hangzhou-yhq/170781502.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-5万,中国移动通信有限公司在线营销服务中心,,国企,10000人以上,,2026/5/14 17:23
IT类实习生(储备管培生),https://jobs.51job.com/hangzhou/170430980.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4千,香飘飘食品,,已上市,1000-5000人,,2026/5/14 17:23
具身机器人设计总监,https://jobs.51job.com/hangzhou-xhq/171760722.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-5.5万,知来具身智能科技（苏州）,,民营,50-150人,,2026/5/14 17:23
空间设计师(J10518),https://jobs.51job.com/hangzhou-scq/169061178.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,毛戈平化妆品,,民营,1000-5000人,,2026/5/14 17:23
油气行业解决方案工程师,https://jobs.51job.com/hangzhou/171646037.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-2万,中控技术,,已上市,5000-10000人,,2026/5/14 17:23
平面设计师,https://jobs.51job.com/hangzhou-laq/171523699.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,杭州美吉克科技,,民营,少于50人,,2026/5/14 17:23
平面设计师,https://jobs.51job.com/hangzhou-xhq/168000882.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.7-2万·13薪,杭州亿特文具,,民营,少于50人,,2026/5/14 17:23
平面设计师,https://jobs.51job.com/hangzhou-xhq/171176803.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1万,杭州牛引酒业,,民营,少于50人,,2026/5/14 17:23
桌面支持及运维工程师,https://jobs.51job.com/hangzhou-gsq/171405316.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-2万,浙江交投物流集团,,国企,50-150人,,2026/5/14 17:23
数据标注（双休）,https://jobs.51job.com/hangzhou-scq/171578245.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万·13薪,杭州皓代科技,,民营,少于50人,,2026/5/14 17:23
前端开发实习生-中国交易与广告,https://jobs.51job.com/hangzhou/170168375.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.1万,字节跳动,,民营,10000人以上,,2026/5/14 17:23
项目经理（工作地点全国皆可）,https://jobs.51job.com/all/171486722.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,中控技术,,已上市,5000-10000人,,2026/5/14 17:23
短视频编导,https://jobs.51job.com/hangzhou-xhq/170799686.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1万,杭州牛引酒业,,民营,少于50人,,2026/5/14 17:23
漫剧经理,https://jobs.51job.com/hangzhou-gsq/170647182.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万,博库数字出版传媒集团,,国企,1000-5000人,,2026/5/14 17:23
电机驱动工程师（转台电控方向）,https://jobs.51job.com/hangzhou-gsq/167368736.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3万,杭州数尔安防科技,,已上市,50-150人,,2026/5/14 17:23
电商视觉设计,https://jobs.51job.com/hangzhou-bjq/170967037.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1万,青岛内茵纺织品科技,,民营,50-150人,,2026/5/14 17:23
展览/展示/店面设计（五险一金）,https://jobs.51job.com/hangzhou-xhq/171986783.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.6-1.9万·13薪,杭州小马当先企业管理咨询,,民营,50-150人,,2026/5/14 17:23
策展人,https://jobs.51job.com/hangzhou-bjq/170820894.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7.5千-1.5万,杭州壹壹文化艺术,,合资,少于50人,,2026/5/14 17:23
运营商城市经理,https://jobs.51job.com/hangzhou-xsq/171194320.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,杭州梯度安全服务,,民营,少于50人,,2026/5/14 17:23
高级专利代理人,https://jobs.51job.com/hangzhou-qtq/168697099.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,博维（杭州）知识产权代理,,民营,少于50人,,2026/5/14 17:23
嵌入式软件工程师,https://jobs.51job.com/hangzhou/171477818.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-1.8万,杭州汇健科技,,民营,50-150人,,2026/5/14 17:23
AI工程师,https://jobs.51job.com/all/147452440.html?jobid=170271104,9千-1.4万,万向钱潮股份,,民营,10000人以上,,2026/5/14 17:23
视频经理（拍摄剪辑）,https://jobs.51job.com/hangzhou-xsq/171729665.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,杰牌控股集团,,民营,500-1000人,,2026/5/14 17:23
新药研发总监,https://jobs.51job.com/hangzhou-qtq/165924278.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,30-40万/年,浙江泽瑞生物医药,,民营,少于50人,,2026/5/14 17:23
结构工程师,https://jobs.51job.com/hangzhou-xsq/163577260.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.3-1.8万·13薪,紫光未来科技（杭州）,,民营,1000-5000人,,2026/5/14 17:23
UI设计师/工程师（双休）,https://jobs.51job.com/hangzhou-xsq/167936580.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.2万·13薪,河南星芽网络科技,,民营,150-500人,,2026/5/14 17:24
市场营销专员/助理,https://jobs.51job.com/hangzhou-yhq/170706350.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6千-1.2万·13薪,归创通桥医疗科技,,已上市,500-1000人,,2026/5/14 17:24
互联网产品助理,https://jobs.51job.com/hangzhou/152429543.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万,长沙宇辰教育科技,,民营,50-150人,,2026/5/14 17:24
渠道部经理,https://jobs.51job.com/hangzhou/164482775.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,中达安,,已上市,1000-5000人,,2026/5/14 17:24
硬件工程师（机器人方向）,https://jobs.51job.com/hangzhou-xhq/171481853.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.4-1.9万·13薪,杭州阿代尔电子商务,,民营,少于50人,,2026/5/14 17:24
运营岗（西湖博览）,https://jobs.51job.com/hangzhou-gsq/171956151.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-8.4万/年,杭州市商贸旅游集团,,国企,10000人以上,,2026/5/14 17:24
品牌平面设计师,https://jobs.51job.com/hangzhou-qtq/169650284.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万·13薪,杭州珈创生物科技,,民营,150-500人,,2026/5/14 17:24
AI编译器工程师,https://jobs.51job.com/hangzhou-yhq/171783393.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-6万·15薪,进迭时空（杭州）科技,,民营,150-500人,,2026/5/14 17:24
数据标注（五险一金，双休）,https://jobs.51job.com/hangzhou-qtq/166837016.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.1万·13薪,山东星智海人力资源,,民营,,,2026/5/14 17:24
互联网产品助理,https://jobs.51job.com/hangzhou/152428921.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万,长沙宇辰教育科技,,民营,50-150人,,2026/5/14 17:24
政策研究申报岗,https://jobs.51job.com/hangzhou-bjq/168215888.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万·13薪,杭州数亮科技,,民营,50-150人,,2026/5/14 17:24
二次元广告专题游戏配音,https://jobs.51job.com/hangzhou-gsq/171648909.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,浙江大笨狗科技,,民营,少于50人,,2026/5/14 17:24
新模式渠道BD经理,https://jobs.51job.com/hangzhou-gsq/171952355.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.6万,浙江中力机械,,已上市,1000-5000人,,2026/5/14 17:24
视觉设计师,https://jobs.51job.com/hangzhou-xhq/167583233.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,10-15万/年,浙江黄龙体育发展,,国企,150-500人,,2026/5/14 17:24
ATE解决方案工程师,https://jobs.51job.com/hangzhou-bjq/168022854.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万·14薪,杭州长川科技,,已上市,1000-5000人,,2026/5/14 17:24
毛衫设计师(J10018),https://jobs.51job.com/hangzhou-xhq/160865902.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.3-2.3万,杭州天创进出口,,民营,150-500人,,2026/5/14 17:24
销售经理/主管,https://jobs.51job.com/hangzhou-scq/171619235.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3万,诺舟数智市场咨询（上海）,,外资（非欧美）,150-500人,,2026/5/14 17:24
UI/UX设计师,https://jobs.51job.com/hangzhou-bjq/171295665.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.4-2万·17薪,杭州深度原理科技,,民营,少于50人,,2026/5/14 17:24
标识深化设计师,https://jobs.51job.com/hangzhou-xsq/170895601.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.2万,浙江长来长往互联科技,,民营,50-150人,,2026/5/14 17:24
品牌视觉设计师/五险一金/20-40K,https://jobs.51job.com/hangzhou-bjq/170646419.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,20-40万,苏州惠禾科技,,民营,少于50人,,2026/5/14 17:24
区域经理,https://jobs.51job.com/hangzhou/171901998.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万,厦门雅迅智联科技,,国企,500-1000人,,2026/5/14 17:24
行业解决方案销售经理（base 杭州）,https://jobs.51job.com/hangzhou/171408803.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3万·17薪,杭州深度原理科技,,民营,少于50人,,2026/5/14 17:24
国外平台经理,https://jobs.51job.com/hangzhou-xsq/171155834.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.3万,杭州瑞力幸科技,,民营,,,2026/5/14 17:24
解决方案专家（中石油大客户部）,https://jobs.51job.com/hangzhou-qtq/169945825.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万,杭州和利时自动化,,合资,1000-5000人,,2026/5/14 17:24
企划设计,https://jobs.51job.com/hangzhou-lpq/156214836.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,9千-1.5万,上海招科置业,,外资（欧美）,500-1000人,,2026/5/14 17:25
京东、抖音运营店长,https://jobs.51job.com/hangzhou-xhq/171997580.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,安徽鼎翔信息技术,,民营,少于50人,,2026/5/14 17:25
设计总监,https://jobs.51job.com/hangzhou-laq/168287444.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,28-50万/年,浙江帝龙新材料,,民营,500-1000人,,2026/5/14 17:25
前端架构师,https://jobs.51job.com/hangzhou-xhq/170953192.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.6-1.9万,杭州迅家科技发展,,民营,少于50人,,2026/5/14 17:25
资深品牌设计师,https://jobs.51job.com/hangzhou/169780997.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,9千-1.3万·13薪,杭州巨星科技,,已上市,5000-10000人,,2026/5/14 17:25
区域视觉陈列师（驻店）,https://jobs.51job.com/hangzhou/169734645.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万·13薪,古奇拉利（四川）服装,,外资（欧美）,1000-5000人,,2026/5/14 17:25
品牌设计师,https://jobs.51job.com/hangzhou/171941291.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,9千-1.5万·13薪,杭州巨星科技,,已上市,5000-10000人,,2026/5/14 17:25
AIGC创意视频实习生-TikTok Shop,https://jobs.51job.com/hangzhou/170793811.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-4千,字节跳动,,民营,10000人以上,,2026/5/14 17:25
客户经理,https://jobs.51job.com/hangzhou/160735706.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-1.8万,中达安,,已上市,1000-5000人,,2026/5/14 17:25
精修/产品后期修图/浴帘汽配家居,https://jobs.51job.com/hangzhou-bjq/170737640.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-1.5万,苏州惠禾科技,,民营,少于50人,,2026/5/14 17:25
产业招商,https://jobs.51job.com/hangzhou-xsq/170337053.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.2万,上海浦东软件园汇智科技,,国企,少于50人,,2026/5/14 17:25
美工兼电商,https://jobs.51job.com/hangzhou-fyq/146697936.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,杭州惠宝机电,,已上市,150-500人,,2026/5/14 17:25
内控高级经理,https://jobs.51job.com/hangzhou-bjq/171876366.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,浙江海亮教育发展,,合资,10000人以上,,2026/5/14 17:25
视频拍摄剪辑师,https://jobs.51job.com/hangzhou-xsq/171036313.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万,浙江康巴赫科技,,民营,1000-5000人,,2026/5/14 17:25
大运河文化与旅游研究中心副主任,https://jobs.51job.com/hangzhou-gsq/169305894.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-6万,香港理工大学深圳研究院,,外资（非欧美）,50-150人,,2026/5/14 17:25
高级工业数据管理工程师（流程工业方向）,https://jobs.51job.com/hangzhou-bjq/171971195.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3.5万·14薪,中控技术,,已上市,5000-10000人,,2026/5/14 17:25
品牌营销设计（会剪辑）,https://jobs.51job.com/hangzhou-xhq/171061269.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.1万,杭州五洲医疗设备,,民营,150-500人,,2026/5/14 17:25
行政信息化专员/主管,https://jobs.51job.com/hangzhou-yhq/169032306.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8-9千,星创置业集团,,民营,500-1000人,,2026/5/14 17:25
软件销售（双休）,https://jobs.51job.com/hangzhou/170725195.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.6万,杭州出海罗盘网络科技,,民营,少于50人,,2026/5/14 17:25
总裁助理,https://jobs.51job.com/hangzhou-fyq/162718038.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,25-40万/年,杭州集世迈新能源智能装备,,民营,50-150人,,2026/5/14 17:25
AI漫剧剪辑师,https://jobs.51job.com/hangzhou-gsq/170539419.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5-8千,浙江龙果映画影视科技,,民营,少于50人,,2026/5/14 17:25
工业设计教师,https://jobs.51job.com/hangzhou-xhq/165513052.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-8千,杭州万向职业技术学院,,非营利组织,150-500人,,2026/5/14 17:25
